Level,Date and Time,Source,Event ID,Task Category
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-0a7d-676d-792f-000000000900}
TargetProcessId: 8212
TargetImage: C:\Windows\system32\ApplicationFrameHost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-0a7d-676d-782f-000000000900}
TargetProcessId: 3980
TargetImage: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-0a4e-676d-722f-000000000900}
TargetProcessId: 1832
TargetImage: C:\Windows\SysWOW64\DllHost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-0a44-676d-6b2f-000000000900}
TargetProcessId: 5976
TargetImage: C:\Windows\System32\oobe\UserOOBEBroker.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-103c-675f-6710-000000000900}
TargetProcessId: 2632
TargetImage: C:\Windows\System32\RuntimeBroker.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-103a-675f-6610-000000000900}
TargetProcessId: 7664
TargetImage: C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-eb98-6759-fa01-000000000900}
TargetProcessId: 6380
TargetImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileCoAuth.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-eb8e-6759-ed01-000000000900}
TargetProcessId: 1528
TargetImage: C:\Windows\system32\DllHost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-eb87-6759-e401-000000000900}
TargetProcessId: 5912
TargetImage: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.642
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e9eb-6759-bf01-000000000900}
TargetProcessId: 3916
TargetImage: C:\Windows\System32\svchost.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.626
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e9a0-6759-7501-000000000900}
TargetProcessId: 8688
TargetImage: C:\Windows\System32\SecurityHealthSystray.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.626
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e99f-6759-7301-000000000900}
TargetProcessId: 8548
TargetImage: C:\Windows\System32\RuntimeBroker.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.626
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e994-6759-6501-000000000900}
TargetProcessId: 7832
TargetImage: C:\Windows\System32\RuntimeBroker.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.626
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e993-6759-6401-000000000900}
TargetProcessId: 7696
TargetImage: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:36:55,Microsoft-Windows-Sysmon,10,Process accessed (rule: ProcessAccess),"Process accessed:
RuleName: technique_id=T1036,technique_name=Masquerading
UtcTime: 2025-01-04 11:36:55.626
SourceProcessGUID: {cc4d60af-e9a1-6759-7701-000000000900}
SourceProcessId: 8748
SourceThreadId: 6052
SourceImage: C:\Users\xxx\AppData\Local\Microsoft\OneDrive\OneDrive.exe
TargetProcessGUID: {cc4d60af-e991-6759-5d01-000000000900}
TargetProcessId: 7232
TargetImage: C:\Windows\System32\RuntimeBroker.exe
GrantedAccess: 0x101411
CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d9b4|C:\Windows\System32\KERNELBASE.dll+338ae|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+5f08c1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a6c6|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a437|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncClient.dll+8a326|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncEvents.dll+edb1|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+d635|C:\Users\xxx\AppData\Local\Microsoft\OneDrive\24.226.1110.0004\FileSyncHost.DLL+fe05|C:\Windows\System32\ucrtbase.dll+21bb2|C:\Windows\System32\KERNEL32.DLL+17374|C:\Windows\SYSTEM32\ntdll.dll+4cc91
SourceUser: DESKTOP-Q6SIUBL\xxx
TargetUser: DESKTOP-Q6SIUBL\xxx"
